nsc	name	testing_status	mechanism
721620	"[2-Acetyloxy-3-[3,11a-di(butan-2-yl)-2,4-dihydroxy-5-oxido-1-oxopyrazino[1,2-b][1,4,2]benzodioxazin-5-ium-9-yl]-4,5-dihydroxy-6-(4-hydroxyphenyl)phenyl] acetate"		
721621	sarcodonin peracetate		
721644	5-Fluoro-2-(3-hydroxyphenyl)benzothiazole		
721645	5-Fluoro-2-(3-hydroxy-4-methoxy)benzothiazole		
721646	5-Fluoro-2-(4-hydroxy-3-methoxyphenyl)benzothiazole		
721647	5-Fluoro-2-(3-Ethoxy-4-hydroxyphenyl)benzothiazole		
721650	"5-Fluoro-2-(3,5-dimethoxyphenyl)benzothiazole"		
721651	6-Methoxy-2-(4-hydroxyphenyl)benzothiazole		
721655	6-Chloro-2-(4-hydroxyphenyl)benzothiazole		
721657	6-Ethoxy-2-(4-hydroxyphenyl)benzothiazole		
721659	4-Methyl-2-(4-hydroxyphenyl)benzothiazole		
721660	5-Fluoro-2-(4-hydroxyphenyl)benzothiazole		
721662	4-Benzothiazol-2-yl-2-ethynyl-phenylamine		
721685	"4-N-(3-Chlorophenyl)-5-[(E)-2-(2-methoxyphenyl)ethenyl]pyrimidine-4,6-diamine"		
721878	5-Acetyl-4-amino-2-(benzylamino)-N-phenyl-1H-pyrrole-3-carbothioamide		
721879	5-Acetyl-4-amino-N-phenyl-2-(propylamino)-1H-pyrrole-3-carbothioamide		
721880	5-Acetyl-4-amino-N-phenyl-2-(propan-2-ylamino)-1H-pyrrole-3-carbothioamide		
721951	darinaparsin pyridinium hyrochloride		
721952	"5-[3-(4-Nitrophenyl)-3-oxo-1-phenylpropyl]pyrimidine-2,4,6(1h,3h,5h)-trione"		
721957	"5-[1,3-Bis(4-chlorophenyl)-3-oxopropyl]pyrimidine-2,4,6(1h,3h,5h)-trione"		
721965	"5-[2-Benzoyl-1,3-bis(4-methoxyphenyl)-5-oxo-5-phenylpentyl]-1,3-diazinane-2,4,6-trione"		
721966	"5-[2-Benzoyl-1,3-bis(4-methoxyphenyl)-5-oxo-5-phenylpentyl]-2-sulfanylidene-1,3-diazinane-4,6-dione"		
721970	"7,11-Bis(2-chlorophenyl)-2,4-diazaspiro[5.5]undecane-1,3,5,9-tetrone"		
721971	"7,11-Bis(2-chlorophenyl)-3-sulfanylidene-2,4-diazaspiro[5.5]undecane-1,5,9-trione"		
721972	"7,11-Bis(3-nitrophenyl)-2,4-diazaspiro[5.5]undecane-1,3,5,9-tetrone"		
722052	(-)-Dibenzylnortrachelogenin		
722054	"8,8'-(3,3'-Dimethoxybenzyl)-8-hydroxy-butyrolacton"		
722061	"4-Chlorophenylaminosulfonyl carbamic acid 2,4-dichlorobe..."		
722066	"Dimethyl (4bS)-4b,8,8-trimethyl-5,6,7,8a,9,10-hexahydrophenanthrene-2,3-dicarboxylate"		
722071	"(1R,3R,6Z,10E,14R)-6,10,14-Trimethyl-3-prop-1-en-2-yl-15-oxabicyclo[12.1.0]pentadeca-6,10-dien-5-one"		
722077	"(3As,5S,7S,7aR)-3-methylidene-5-[(2R)-2-methyl-5-oxooxolan-2-yl]-7-[(2R)-6-oxoheptan-2-yl]-4,5,7,7a-tetrahydro-3aH-furo[2,3-c]pyran-2-one"		
722115	"N-Cyclohexyl-N',N''-bis-(4-methoxy-benzyl)-[1,3,5]triazi..."		
722162	"1-p-chlorophenyl-2-thioxo-4-aminoquinolino[2,3-d]pyrimidine"		
722170	2-(4-methoxy)phenyl-3-((4-methanesulfide)phenyl)imidazo[...		
722175	"2-[[4-(methoxy)phenyl]amminomethyl]-3-phenyl-5,7-diammin..."		
722176	"2-[3,5-(dimethoxy)phenoxy]-3-phenyl-5,7-diammino quinoxa..."		
722177	"2-[3,5-(dimethoxy)anilino]-3-phenyl-5,7-diammino quinoxa..."		
722211	N-(4-Fluoro-3-nitrophenyl)sydnone		
722212	N-(4-Chloro-3-nitrophenyl)sydnone		
722216	"Bis(2-hydroxybenzal)acetone, disodium pentahydrate salt"		
722218	Varacin trifluoroacetate salt		
722219	"(+-)-2,2-Dimethylpropionic acid (Z)-{2-(hydroxymethyl)-4..."		
722222	"1H-Pyrimido[4,5-b]quinoline-2,4-dithione"		
722307	1-O-Octadecyl-(2->5')-(3'-C-ethinylcytidylyl)-(3->5')-(5...		
722308	N4-octadeyl-arabinocytidylyl-(5'.fwdarw.5')-5-fluoro-2'-...		
722315	N-[(E)-1-Quinolin-2-ylethylideneamino]-1H-benzimidazol-2-amine		
722316	1-Methyl-N-[(E)-1-quinolin-2-ylethylideneamino]benzimidazol-2-amine		
722317	"N-[(E)-1-Quinolin-2-ylethylideneamino]-1,3-benzoxazol-2-amine"		
722318	"N-[(E)-1-Quinolin-2-ylethylideneamino]-1,3-benzothiazol-2-amine"		
722321	N'-[5-Cyano-1-methyl-4-(4-nitrophenyl)-6-oxopyrimidin-2-yl]acetohydrazide		
722325	2-[(2E)-2-Benzylidenehydrazinyl]-1-methyl-4-(4-nitrophenyl)-6-oxopyrimidine-5-carbonitrile		
722326	"4-(1,3-Benzodioxol-5-yl)-2-[(2E)-2-benzylidenehydrazinyl]-1-methyl-6-oxopyrimidine-5-carbonitrile"		
722327	4-(4-Chlorophenyl)-2-[(2E)-2-[(4-chlorophenyl)methylidene]hydrazinyl]-1-methyl-6-oxopyrimidine-5-carbonitrile		
722336	"2-(3',3'-Dimethylbut-1'-ynyl)-4,6-dimethoxy-1,3,5-triazine"		
722337	"2-(5'-Cyanopent-1'-ynyl)-4,6-dimethoxy-1,3,5-triazine"		
722338	"2-Cyclohexylethynyl-4,6-dimethoxy-1,3,5-triazine"		
722339	"2-[2'-(1''-Hydroxycyclohex-1''-yl)-ethynyl]-4,6-dimethox..."		
722340	"2-(4'-Hydroxypent-1'-ynyl)-4,6-dimethoxy-1,3,5-triazine"		
722341	"2-(3'-Hydroxy-3'-methylbut-1'-ynyl)-4,6-di-(4''-methoxyp..."		
722357	Lissoclinidine		
722391	"(3S,4As)-1-methyl-3-(2-oxoazepan-1-yl)-4,4a-dihydro-3H-benzo[g]isochromene-5,10-dione"		
722392	"(11R,15S,17S)-17-Methyl-14,16-dioxatetracyclo[8.7.0.03,8.011,15]heptadeca-1(10),3,5,7-tetraene-2,9-dione"		
722394	"(10S,11R,15S)-17-Methyl-14,16-dioxatetracyclo[8.7.0.03,8.011,15]heptadeca-1(17),3,5,7-tetraene-2,9-dione"		
722395	"Ethyl 15-benzyl-9,14-dihydroxy-16-methyl-2,11-dioxo-15-azatetracyclo[8.7.0.01,14.03,8]heptadeca-3,5,7,9,12,16-hexaene-17-carboxylate"		
722396	"Ethyl 10-benzyl-2,9-dihydroxy-11-methyl-14,17-dioxo-10-azatricyclo[11.4.0.03,8]heptadeca-1(13),2,4,6,8,11,15-heptaene-12-carboxylate"		
722416	"Pyrido[1',2':1,2]pyrimido[4,5-b]indole, 12-propyl"		
722422	"5H-Pyrido[3',4':4,5]pyrrolo[2,3-b]quinoline, 11-methyl"		
722423	"5H-Pyrido[3',4':4,5]pyrrolo[2,3-b][1,6]naphthyridine, 11..."		
722434	"Tert-butyl 2-[(4-methylphenyl)amino]-4-oxo[1,3]thiazino[6,5-b]indole-9(4h)-carboxylate"		
722453	"5,6-Dihydro-8,9-methylenedioxy-5,11-dioxo-6-propyl-11H-i..."		
722460	(Z)-3-chloro-4-(4'-hydroxyphenyl)-5-(3		
722463	3-chloro-4-(4-chlorophenyl)-5H-furan-2-one		
722500	"N-Cyclohexyl-N'-(3,4-dimethoxy-benzyl)-N''-(4-methoxy-be..."		
722501	"N,N'-Dicyclohexyl-N''-(4-methoxy-benzyl)-[1,3,5]triazine..."		
722502	"N,N'-Bis-(4-methoxy-benzyl)-6-morpholin-4-yl-[1,3,5]tria..."		
722503	"N-Isopropyl-N',N''-bis-(4-methoxy-benzyl)-[1,3,5]triazin..."		
722504	"N,N'-Bis-(4-methoxy-benzyl)-N''-phenyl-[1,3,5]triazine-2..."		
722508	2-(4-ethylpiperazinyl)3-p-methoxybenzoyl quinoxaline		
722517	"N-[[(1R,2S,10R,12R,13S)-12-Cyano-8,19-dihydroxy-5,7,16,18-tetramethoxy-6,17,21-trimethyl-11,21-diazapentacyclo[11.7.1.02,11.04,9.015,20]henicosa-4(9),5,7,15(20),16,18-hexaen-10-yl]methyl]quinoline-2-c"		
722518	"N-[[(1R,2S,10R,12R,13S)-12-Cyano-8,19-dihydroxy-5,7,16,18-tetramethoxy-6,17,21-trimethyl-11,21-diazapentacyclo[11.7.1.02,11.04,9.015,20]henicosa-4(9),5,7,15(20),16,18-hexaen-10-yl]methyl]quinoxaline-2"		
722546	"8,11-dichlorocryptolepine hydrochloride"		
722547	"6,7-difluorocryptolepine hydrochloride"		
722558	"N-[3-(Dimethylamino)propyl]-4-[[4-[(9,10-dioxoanthracen-2-yl)sulfonylamino]-1-methylpyrrole-2-carbonyl]amino]-1-methylpyrrole-2-carboxamide"		
722563	"N-[3-(Dimethylamino)propyl]-4-[(9,10-dioxoanthracen-2-yl)sulfonylamino]-1-methylpyrrole-2-carboxamide"		
722564	"Ethyl 9,14-dihydroxy-16-methyl-15-(4-methylphenyl)-2,11-dioxo-15-azatetracyclo[8.7.0.01,14.03,8]heptadeca-3,5,7,9,12,16-hexaene-17-carboxylate"		
722565	"9,14-Dihydroxy-16-methyl-2,11-dioxo-15-azatetracyclo[8.7.0.01,14.03,8]heptadeca-3,5,7,9,12,16-hexaene-17-carbonitrile"		
722566	"9,14-Dihydroxy-5,5-dimethyl-8-phenyl-8-azapentacyclo[11.8.0.01,9.02,7.015,20]henicosa-2(7),10,13,15,17,19-hexaene-3,12,21-trione"		
722567	"Ethyl 5-hydroxy-2-methyl-1-(4-methylphenyl)-7,8,9,10-tetrahydro-6H-pyrrolo[3,2-c]carbazole-3-carboxylate"		
722568	"Ethyl 1-(4-chlorophenyl)-5-hydroxy-2-methyl-7,8,9,10-tetrahydro-6H-pyrrolo[3,2-c]carbazole-3-carboxylate"		
722569	"11-Benzyl-2,3-dimethyl-7,8,9,11-tetrahydro-5h-pyrazino[2,3-a]carbazole-5,6,10-trione"		
722572	"Ethyl 1-[(2,4-dichlorophenyl)methyl]-5-hydroxy-2-methyl-7,8,9,10-tetrahydro-6H-pyrrolo[3,2-c]carbazole-3-carboxylate"		
722573	"Ethyl 5-hydroxy-1-[(4-methoxyphenyl)methyl]-2-methyl-7,8,9,10-tetrahydro-6H-pyrrolo[3,2-c]carbazole-3-carboxylate"		
722576	"3-Acetyl-3a-chloro-5,11b-dihydroxy-2-methyl-1-phenylnaphtho[2,3-g]indole-6,11-dione"		
722600	"3-amino-1-hydroxy-propane-1,1-bisphosphonate (sodium salt)"		
722650	"N-[5-[3-(Dimethylamino)propylcarbamoyl]-1-methylpyrazol-3-yl]-5-[4-[(2-methoxy-11-oxo-6a,7,8,9-tetrahydropyrrolo[2,1-c][1,4]benzodiazepin-3-yl)oxy]butanoylamino]-2-methylpyrazole-3-carboxamide"		
722651	"N-[5-[[5-[3-(Dimethylamino)propylcarbamoyl]-1-methylpyrazol-3-yl]carbamoyl]-1-methylpyrazol-3-yl]-5-[4-[(2-methoxy-11-oxo-6a,7,8,9-tetrahydropyrrolo[2,1-c][1,4]benzodiazepin-3-yl)oxy]butanoylamino]-2-"		
722653	"N-[3-(Dimethylamino)propyl]-5-[[4-[[4-[4-[(2-methoxy-11-oxo-6a,7,8,9-tetrahydropyrrolo[2,1-c][1,4]benzodiazepin-3-yl)oxy]butanoylamino]-1-methylpyrrole-2-carbonyl]amino]-1-methylpyrrole-2-carbonyl]ami"		
722657	Partricin A  2-pyridinylethylamide		
722659	N-methylpiperazinoacetyl-partricin A dimethylaminoethyla...		
722663	invirase		
722730	"2-Oxo-4-phenyl-1,2,3,4-tetrahydro-benz[4,5]imidazo[1,2-a..."		
722731	"2-Chloro-4-phenyl-3,4-benz[4,5]imidazo[1,2-a]pyrimidin-3..."		
722739	"4-(4-Methoxy-phenyl)-2-(4-methyl-piperazin-1-yl)-3,4-dih..."		
722743	"2-Chloro-4-(4-nitrophenyl)-3,4-dihydro-benzo[4,5]imidazo..."		
722757	"AG 490, m-CF3"		
722779	dabequine		
722781	trans-bis(acetato)amminepyridineplatinum(II)		
722782	trans-bis(acetato)ammineisoquinolineplatinum(II)		
722804	Ethyl 2-ethoxy-5-[(6-ethoxy-5-ethoxycarbonyl-4-hydroxy-2-oxo-1H-pyridin-3-yl)-thiophen-2-ylmethyl]-4-hydroxy-6-oxo-1H-pyridine-3-carboxylate		
722812	"5-[(5-Cyano-4-hydroxy-6-morpholin-4-yl-2-oxo-1H-pyridin-3-yl)-(2,6-dichlorophenyl)methyl]-4-hydroxy-2-morpholin-4-yl-6-oxo-1H-pyridine-3-carbonitrile"		
722821	Ethyl 2-ethoxy-5-[(6-ethoxy-5-ethoxycarbonyl-4-hydroxy-2-oxo-1H-pyridin-3-yl)-(4-fluorophenyl)methyl]-4-hydroxy-6-oxo-1H-pyridine-3-carboxylate		
722825	"5-[(5-Cyano-4-hydroxy-2-oxo-6-pyrrolidin-1-yl-1H-pyridin-3-yl)-(2,6-dichlorophenyl)methyl]-4-hydroxy-6-oxo-2-pyrrolidin-1-yl-1H-pyridine-3-carbonitrile"		
722843	2-Hydroxy-5-[2-(4-sulfamoyl-phenyl)-vinyl]-benzoic acid ...		
722853	"6,7-difluor-1,4-di-N-oxide-2-bencyloxicarbonyl-3methylqu..."		
722854	"1,4-di-N-oxide-2-phenylcarbonyl-3-trifluoromethylquinoxa..."		
722858	maleimide carbazole		
722859	maleimide carbazole		
722864			
722866	"2-[(E)-[2-Chloro-6-(3,6-dimethoxy-2-nitrophenyl)imidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride"		
722867	"2-[(E)-[6-(2,4-Dichloro-5-nitrophenyl)-2,3-dihydroimidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine"		
722868	"2-[(E)-[2-Chloro-6-(4-chloro-3-nitrophenyl)imidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride"		
722869	"2-[(E)-[6-(3,6-Dimethoxy-2-nitrophenyl)-2-methylimidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride"		
722871	"2-[(E)-[2-Methyl-6-(3-nitrophenyl)imidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride"		
722873	"2-[(E)-[6-(2,4-Dichloro-5-nitrophenyl)-3-methylimidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride"		
722874	"2-[(Z)-[2-Chloro-6-(3-nitrophenyl)imidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride"		
722875	"2-[(Z)-[6-(3-Nitrophenyl)imidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride"		
722877	"2-[(E)-[6-(2,4-Dichloro-5-nitrophenyl)-2,3-dimethylimidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride"		
722900	"N-(3-Iodo-1-propyl)-5,6-dihydro-2,3-dimethoxy-8,9-methyl..."		
722913	"3-(4-methylphenyl)-4-(4-nitrophenyl)isothiochromeno[3,4-..."		
722916	"3-(4-methoxyphenyl)-4-phenylisothiochromeno[3,4-e][1,2]o..."		
722940	"4,6-Diethylthiopyrazolo[3,4-d]pyrimidine"		
722946	"4-Piperidinopyrazolo[3,4-d]pyrimidin-6-thion"		
722948	"4-Amino-6-ethylthio-1-methylpyrazolo[3,4-d]pyrimidine"		
722949	"4-Thienylidenamino-1-methylpyrazolo[3,4-d]pyrimidin-6-thiol"		
722957	"4-(p-methylphenyl)aminopyrazolo[3,4-d]pyrimidin-6-thion"		
722962	"6-Ethylthio-4-morpholinopyrazolo[3,4-d]pyrimidine"		
722963	"4-Amino-1-methyl-6-piperidinopyrazolo[3,4-d]pyrimidine"		
722974	"1-[(Dimethylamino)methyl]-2-hydroxy-5-methyl-5h-benzo[b]carbazole-6,11-dione"		
722977	"9-Acetyl-6a-hydroxy-8-methyl-7-(4-methylphenyl)-2-phenyl-3aH-pyrrolo[3,4-d]indole-1,3,4-trione"		
722981	"17-Acetyl-9,14-dihydroxy-16-methyl-15-phenyl-15-azatetracyclo[8.7.0.01,14.03,8]heptadeca-3,5,7,9,12,16-hexaene-2,11-dione"		
722982	"17-Acetyl-9,14-dihydroxy-16-methyl-15-(4-methylphenyl)-15-azatetracyclo[8.7.0.01,14.03,8]heptadeca-3,5,7,9,12,16-hexaene-2,11-dione"		
722985	"Ethyl 7-benzyl-6a-hydroxy-6-methoxy-8-methyl-1,3,4-trioxo-2-phenyl-5,6-dihydro-3aH-pyrrolo[3,4-d]indole-9-carboxylate"		
722987	"Ethyl 7-[(2,4-dichlorophenyl)methyl]-6a-hydroxy-8-methyl-1,3,4-trioxo-2-phenyl-3aH-pyrrolo[3,4-d]indole-9-carboxylate"		
722989	"Triethyl 2-methyl-1-(4-methylphenyl)-5-oxo-1,5-dihydro-4h-benzo[g]indole-3,4,4-tricarboxylate"		
722990	"Ethyl 7-[(2,4-dichlorophenyl)methyl]-6a-hydroxy-6-methoxy-8-methyl-1,3,4-trioxo-2-phenyl-5,6-dihydro-3aH-pyrrolo[3,4-d]indole-9-carboxylate"		
722992	"Methyl 5-benzyl-2-hydroxy-3-nitro-6,11-dioxobenzo[b]carbazole-1-carboxylate"		
722995	"3-Acetyl-3a-chloro-5,11b-dihydroxy-2-methyl-1-(4-methylphenyl)naphtho[2,3-g]indole-6,11-dione"		
722996	"2-(4-chloro-benzyl)-1H-naphth[2,3-d]imidazole"		
722997	"2-(3,4-dichloro-benzyl)-1H-naphth[2,3-d]imidazole"		
722998	"2-(4-trifluoromethyl-benzyl)-1H-naphth[2,3-d]imidazole"		
723001	Diethyl-N[4-(3-thienylquinoxalyn-2-yl)oxiphenylacetyl]-L...		
723118	"6-Benzylthio-4-morpholinopyrazolo[3,4-d]pyrimidine"		
723121	"4-Theinylmethylidenhydrazino-6-thioxopyrazolo[3,4-d]pyri..."		
723122	"4-Furylmethylidenehydrazino-6-thioxopyrazolo[3,4-d]pyrim..."		
723125	4-(p-methoxyphenyl)methylidenehydrazino-6-thioxopyrazolo...		
723130	"8-chloro-7-cyano-3-phenylamino-1,2,4-triazolo[4,3-b][1,4..."		
723133	"8-chloro-7-cyano-3-(3,5-dimethylphenylamino)-1,2,4-triaz..."		
723134	"8-chloro-3-(3,5-dimethylphenylamino)-7-methyl-1,2,4-tria..."		
723148	"6-chloro-3-(2-hydroxyphenyl)-7-methyl-2,3-dihydro-1,4,2-..."		
723153	4-chloro-5-methyl-2-(4-nitrophenylhydrazone-N-benzyliden...		
723154	4-chloro-5-methyl-2-[4-nitrophenylhydrazone-N-(4-chlorob...		
723155	4-chloro-5-methyl-2-[4-nitrophenylhydrazone-N-(4-chlorob...		
723250	"2,4-Dimethoxy-6-(3'-fluorophenyl)-1,3,5-triazine"		
723303	"1-(4-Fluorophenyl)-6-methoxy-1H,3H-thiazolo[3,4-a]benzim..."		
723322	4-(3-carboxy-quinoxalin-2-yl)-oxyphenylacetyl acid		
723324	4-(3-phenylquinoxalin-2-yl)-oxyphenylacetic acid		
723328	4-Bromo-1H-pyrrole-2-carboxylic acid (6a-hydroxy-2-oxo-h...		
723330	"(9R,11R,15R)-4,5-Dibromo-1H-pyrrole-2-carboxylic acid (6..."		
723380	"9H-Purin-2-amine, 6-chloro-9-[[3-(chloromethyl)phenyl]methyl]-"		
723382	"9H-Purin-2-amine, 6-chloro-9-[[4-(chloromethyl)phenyl]methyl]-"		
723383	"2-Amino-9-[4-(hydroxymethyl)benzyl]-3,9-dihydro-6h-purin-6-one"		
723384	"9-[2-(Chloromethyl)benzyl]-9h-purine-2,6-diamine"		
723388	octylsulfanyl[?]one		
723389	Ethylpropionatethio isosampangine		
723390	"N-[2-[(10-Oxo-8,14-diazatetracyclo[7.7.1.02,7.013,17]heptadeca-1(17),2,4,6,8,11,13,15-octaen-12-yl)amino]ethyl]pyrazine-2-carboxamide"		
723392	"12-(2-Aminoethylamino)-8,14-diazatetracyclo[7.7.1.02,7.013,17]heptadeca-1(17),2,4,6,8,11,13,15-octaen-10-one;2,2,2-trifluoroacetic acid"		
723393	(2-hydroxyethylamino)[?]one		
723394	"Tert-butyl N-[2-[(10-oxo-8,14-diazatetracyclo[7.7.1.02,7.013,17]heptadeca-1(17),2,4,6,8,11,13,15-octaen-12-yl)amino]ethyl]carbamate"		
723396	Phenyl thiourea ethylene diamino isosampangine		
723397	"12-Methoxy-8,14-diazatetracyclo[7.7.1.02,7.013,17]heptadeca-1(17),2,4,6,9,11,13,15-octaen-10-ol"		
723412	"4-chloro-6,7-dimethoxy-2-(2-thienyl)quinazoline"		
723415	"6,7-bromo-4-[1-(2-trifluoromethyl)4-piprazinyl]-2-(2- th..."		
723416	"6,7-dimethoxy-4-[1-(2-trifluoromethyl)4-piprazinyl]-2-(2..."		
723417	6-bromo-4-[(3-bromophenyl)amino]-2-(2-thienyl)quinazoline		
723418	6-dimethoxy-4-[(3-chlorophenyl)amino]-2-(2-thienyl) quin...		
723423	"6,7-bromo-4-[(3-methoxyphenyl)amino]-2-(2-thienyl) quina..."		
723427	"2-(para-hydroxyphenyl)-1-[(6,7-dimethoxy-2-(2-thienyl)-4..."		
723428	2-(para-methoxyphenyl)-1-[(6-bromo-2-(2-thienyl)-4- quin...		
723429	"2-(para-methoxyphenyl)-1-[(6,7-dimethoxy-2-(2-thienyl)-4..."		
723430	"2-(3,4,5-trimethoxyphenyl)-1-[(6-bromo-2-(2-thienyl)-4- ..."		
723431	"2-(3,4,5-trimethoxyphenyl)-1-[(6,7-dimethoxy-2-(2-thieny..."		
723432	"1,7-Bis(4-hydroxy-3-methoxy-5-methylphenyl)-1,6-heptadie..."		
723434	"1,1-Di(3,4,5-trimethoxybenzylidenylcarbonyl)cyclohexane"		
723448	2-(2-Aminothiazol)methylene-5-(p-chlorophenoxy)methylene...		
723452	"Benzothein[2,3-d]pyrimidin-4-amino-2-hydroxy-5,6,7,8-tet..."		
723480	"8-Aniline-3,7-dimethyl-2,6-octadiene Pyrophosphate"		
723483	"8-Aniline-3,7-dimethyl-2,6-octadiene Methylenediphosphonate"		
723484	"8-Aniline-3,7-dimethyl-2,6-octadienol"		
723485	"8-(p-Nitroaniline)-3,7-dimethyl-2,6-octadienol"		
723487	"8-Aniline-3,7-dimethyl-2,6-octadiene-S-L-cysteine"		
723488	6-Benzyloxy-3-methyl-2-hexen-1-ol pyrophosphate		
723507	5-(methyloxime)-3-(4-methylphenyl)-isoxazole		
723513	"1-(2,3-dichlorophenyl)-3,4,4-trichloro-but-3-en-1-one"		
723515	"3,3,4,4,4-pentachloro-1-phenylbutan-1-one"		
723517	1(2-naphthyl)-3-(4-methylphenyl)imino-1-propenyl-1-(4-me...		
723518	"4,4-bis(3,5-dimethylpyrazole)-1,1-dichloro-but-3-ene-2-one"		
723520	"N-phenyl-3,4,4-trichlorobut-3-enamide"		
723524	"1-(2-naphthyl)-1-chloro-1-propenyl-3-N,N-(dimethyl)-imin..."		
723525	1-(2-naphtyl)-1-chloro-1-propenyl-3-(4-carbethoxyphenyl)...		
723526	1-(2-naphthyl)-1-chloro-1-propenyl-3-(4-iodophenyl)-imin...		
723527	1-(2-naphthyl)-1-chloro-1-propenyl-3-(3-methylphenyl)-im...		
723528	1-(2-naphthyl)-3-(4-carbethoxyphenyl)imino-1-propenyl-1-...		
723529	1-(2-naphthyl)-3-iminophenyl-1-propenyl-1-phenylamino hy...		
723531	"Resveratrol-3,5-diacetate"		
723532	3-methoxyresveratrol		
723533	"3,4'-dimethoxyresveratrol"		
723548	"2-[(E)-[6-(3,6-Dimethoxy-2-nitrophenyl)-2-propylimidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride"		
723551	"2-[(E)-[6-(3-Nitrophenyl)-2-propylimidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride"		
723552	"2-[(E)-[6-(4-Nitrophenyl)-2-propylimidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride"		
723553	"2-[(E)-[6-(2,4-Dichloro-5-methylphenyl)-2-ethylimidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride"		
723554	(3E)-3-[(2-Chloro-5-methoxy-6-methyl-1H-indol-3-yl)methylidene]-5-hydroxy-1-methylindol-2-one		
723557	(3E)-5-Chloro-3-[(2-chloro-5-methoxy-6-methyl-1H-indol-3-yl)methylidene]-1H-indol-2-one		
723558	(3E)-4-Chloro-3-[(2-chloro-5-methoxy-6-methyl-1H-indol-3-yl)methylidene]-1H-indol-2-one		
723559	(3E)-3-[(2-Chloro-5-methoxy-6-methyl-1H-indol-3-yl)methylidene]-5-hydroxy-1H-indol-2-one		
723560	(3E)-3-[(2-Chloro-5-methoxy-6-methyl-1H-indol-3-yl)methylidene]-5-hydroxy-6-methyl-1H-indol-2-one		
723561	(3E)-3-[(1-Benzyl-2-chloro-5-methoxy-6-methylindol-3-yl)methylidene]-1H-indol-2-one		
723564	(3E)-3-[(1-Benzyl-2-chloro-5-methoxy-6-methylindol-3-yl)methylidene]-5-hydroxy-1H-indol-2-one		
723565	(3E)-3-[(1-Benzyl-2-chloro-5-methoxy-6-methylindol-3-yl)methylidene]-4-chloro-1H-indol-2-one		
723568	(3E)-3-[[2-Chloro-1-[(4-chlorophenyl)methyl]-5-methoxy-6-methylindol-3-yl]methylidene]-1H-indol-2-one		
723570	(3E)-3-[[2-Chloro-5-methoxy-1-[(4-methoxyphenyl)methyl]-6-methylindol-3-yl]methylidene]-1H-indol-2-one		
723582	"3-(p-Chlorophenyl)diazo-2-oxoimidazolo[2,3-b]pyrimido[4,..."		
723637	"6-Amino-2-thioxo trimethylene[c]thiopyrano[2,3-d]pyrimidine"		
723645	2-(3-Chloro-3-p-tolyl-allylidene)-malonitrile		
723647	"2-[3-(2,5-Dichloro-phenylsulfanyl)-3-p-tolyl-allylidene]..."		
723648	"2-[3-(4-Chloro-phenyl)-3-(2,3,5,6-tetrachloro-pyridin-4-..."		
723654	1-(3-Oxo-hex-1-enylsulfanyl)-hex-1-en-3-one		
723655	4-Methyl-1-(4-methyl-3-oxo-pent-1-enylsulfanyl)-pent-1-e...		
723675	"1-Chloro-5-methyl-indenopyrrol[2,3-d]pyridazine"		
723732	8-{4-[6-(4-flurophenyl)-2-methyl-4-pyrimidinyloxy]butoxy...		
723733	"7-methoxy-8-[2-(4-{2-[7-methoxy-5-oxo-(11aS)-2,3,5,11a-t..."		
723734	"7-methoxy-8-[4-(4-{4-[7-methoxy-5-oxo-(11aS)-2,3,5,11a-t..."		
723740	"Diethyl N-[-[(3-phenyl-5,7-diaminoquinoxalin-2-yl)aminom..."		
723741	"Diethyl N-[4-[(3-phenyl-5,7-diaminoquinoxalin-2-yl)hydro..."		
723742	"Diethyl N[4-[(3-phenyl-5,7-diaminoquinoxalin-2-yl)amino]..."		
723827	iodide		
723828	iodide		
723829	iodide		
723888	"3-benzyl-2-methyl-4,5-dioxo-4,5-dihydro-3H-benzo[e]indol..."		
723889	"Ethyl 3-(4-methoxyphenyl)-2-methyl-4,5-dioxo-4,5-dihydro-3h-benzo[e]indole-1-carboxylate"		
723890	"Ethyl 2,9-dihydroxy-11-methyl-10-(4-methylphenyl)-14,17-dioxo-10-azatricyclo[11.4.0.03,8]heptadeca-1(13),2,4,6,8,11,15-heptaene-12-carboxylate"		
