""	"NSC"	"NAME"	"SMILES"	"CONFIDENTIAL_FLAG"	"MOA"	"FDA_STATUS"	"TOTAL_EXPS"	"TOTAL_EXPS_AFTER_QC"	"PUBCHEM_ID"	"CAS"
"812056"	"812056"	"N-(4-((3-chloro-4-(3-fluorophenoxy)phenyl)amino)quinazol..."	"OCCNCc1ccc(cc1)C(=O)Nc2ccc3ncnc(Nc4ccc(Oc5cccc(F)c5)c(Cl)c4)c3c2"	0	NA	NA	1	1	NA	""
"812059"	"812059"	"N-(4-((3-chloro-4-(m-tolyloxy)phenyl)amino)quinazolin-6-..."	"CN(C)CC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4cccc(C)c4)c(Cl)c3)c2c1"	0	NA	NA	1	1	NA	""
"812061"	"812061"	"N-(3-chloro-4-(3-(trifluoromethyl)phenoxy)phenyl)-6-(3-m..."	"FC(F)(F)c1cccc(Oc2ccc(Nc3ncnc4ccc(OCCCN5CCOCC5)cc34)cc2Cl)c1"	0	NA	NA	1	1	NA	""
"812062"	"812062"	"N-(3-chloro-4-(3-(trifluoromethyl)phenoxy)phenyl)-6-(3-(..."	"CN1CCN(CCCOc2ccc3ncnc(Nc4ccc(Oc5cccc(c5)C(F)(F)F)c(Cl)c4)c3c2)CC1"	0	NA	NA	1	1	NA	""
"812065"	"812065"	""	"C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCN2CCN(CC2)c3cnc(cn3)C(=O)Nc4cc(C)cc5cccnc45)C(C)(C)C)c6ccc(cc6)c7scnc7C"	0	NA	NA	1	1	NA	""
"812067"	"812067"	""	"CN1CCN(CC1)c2cc(F)c(NC3=C(Cl)C(=O)c4ncccc4C3=O)c(F)c2"	0	NA	NA	1	1	NA	""
"812068"	"812068"	""	"CN1CCN(CC1)c2ccc(NC3=C(Cl)C(=O)c4ncccc4C3=O)cc2C#N"	0	NA	NA	1	1	NA	""
"812069"	"812069"	""	"CN1CCN(CC1)c2c(F)cc(NC3=C(Cl)C(=O)c4ncccc4C3=O)cc2F"	0	NA	NA	1	1	NA	""
"812112"	"812112"	""	"COc1ccncc1C#Cc2cncc(c2)C(=O)Nc3ccc(CN4CCN(C)CC4)c(c3)C(F)(F)F"	0	NA	NA	1	1	NA	""
"812119"	"812119"	""	"C[C@@H]1CN(Cc2ccc(\C=C\c3n[nH]c4ccc5nc(c6CCCCc6c5c34)c7c[nH]nc7C(F)(F)F)cc2)C[C@H](C)O1"	0	NA	NA	1	1	NA	""
"812160"	"812160"	""	"CC(=O)c1c[nH]c2ccc(cc12)c3ccnc(Nc4ccc(NC(=O)C5CCCC5)c(CN6CCOCC6)c4)n3"	0	NA	NA	2	2	NA	""
"812161"	"812161"	""	"CC(=O)c1c[nH]c2ccc(cc12)c3ccnc(Nc4ccc(NC(=O)c5cccc(F)c5)c(CN6CCOCC6)c4)n3"	0	NA	NA	2	1	NA	""
"812162"	"812162"	""	"CN1CCN(CC1)c2ccc3nc([nH]c3c2)c4[nH]c(C)c(C(=O)C)c4c5ccccc5"	0	NA	NA	1	1	NA	""
"812172"	"812172"	"ARS-1620"	"Oc1cccc(F)c1c2c(Cl)cc3c(ncnc3c2F)N4CCN(CC4)C(=O)C=C"	0	"KRAS"	"Clinical trial"	1	1	NA	""
"812201"	"812201"	"cordyheptapeptide A"	"CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](Cc3ccccc3)NC(=O)CN(C)C(=O)[C@@H]4CCCN4C(=O)[C@@H](Cc5ccccc5)N(C)C(=O)[C@H](CC(C)C)NC1=O"	0	NA	NA	2	2	NA	""
"812228"	"812228"	""	"COc1cccc(CCC(=O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4cccc(Cl)c4C)c1"	0	NA	NA	2	2	NA	""
"812292"	"812292"	""	"Clc1ccc(Cn2cc(C=O)c3ccccc23)cc1"	0	NA	NA	2	2	NA	""
"812346"	"812346"	""	"COc1ccccc1S(=O)(=O)Nc2ccc3N(C)C(=O)c4cc(CCC(=O)NCCCCNc5cccc6C(=O)N(C7CCC(=O)NC7=O)C(=O)c56)cc2c34"	0	NA	NA	2	2	NA	""
"812347"	"812347"	"4-[5-(3,4,5-Trimethoxyphenyl)thiophen-2-yl]benzamidine"	"COc1cc(cc(OC)c1OC)c2ccc(s2)c3ccc(cc3)C(=N)N"	0	NA	NA	1	1	NA	""
"812353"	"812353"	"6-[5-(4-Fluorophenyl)thiophen-2-yl]nicotinamidine"	"NC(=N)c1ccc(nc1)c2ccc(s2)c3ccc(F)cc3"	0	NA	NA	1	1	NA	""
"812381"	"812381"	"(E)-4-(tert-butyl)-N'-(2,4-dihydroxybenzylidene)benzohyd..."	"CC(C)(C)c1ccc(cc1)C(=O)N\N=C\c2ccc(O)cc2O"	0	NA	NA	2	1	NA	""
"812383"	"812383"	"(E)-4-(tert-butyl)-N'-(1-(2,4-dihydroxyphenyl)ethylidene..."	"C\C(=N/NC(=O)c1ccc(cc1)C(C)(C)C)\c2ccc(O)cc2O"	0	NA	NA	2	1	NA	""
"812408"	"812408"	""	"Fc1ccc(\C=N\NC(=O)CSC2=Nc3sc4CCCCCc4c3C(=O)N2c5ccccc5)cc1"	0	NA	NA	1	1	NA	""
"812412"	"812412"	""	"CN(C)c1ccc(\C=N\NC(=O)CSC2=Nc3sc4CCCCCc4c3C(=O)N2c5ccccc5)cc1"	0	NA	NA	1	1	NA	""
"812415"	"812415"	"ABBV-744"	"CCNC(=O)c1cc2C(=CN(C)C(=O)c2[nH]1)c3cc(ccc3Oc4c(C)cc(F)cc4C)C(C)(C)O"	0	""	"Clinical trial"	1	1	NA	"2138861999"
"812539"	"812539"	""	"ClCC(=O)N1CCCCC1C(=O)Nc2cccc(c2)C#C"	0	NA	NA	1	1	NA	""
"812654"	"812654"	""	"Clc1cc(Nc2ccnc(Nc3ccc(O[C@H]4CO[C@@H]5[C@H](CO[C@H]45)OCC=C)c(Cl)c3)n2)ccc1O[C@H]6CO[C@@H]7[C@H](CO[C@H]67)OCC=C"	0	NA	NA	1	1	NA	""
"812690"	"812690"	""	"COc1ccc(cc1)N2SC(=O)N(Cc3ccc(COC(=O)C(C)c4ccc(CC(C)C)cc4)cc3)C2=O"	0	NA	NA	1	1	NA	""
"812691"	"812691"	""	"CCCCN1SC(=O)N(Cc2ccc(CNC(=O)\C=C/C(=O)OC\C\3=C\CC[C@@]4(C)O[C@H]4[C@H]5OC(=O)C(=C)[C@@H]5CC3)cc2)C1=O"	0	NA	NA	2	2	NA	""
"812692"	"812692"	""	"C[C@@]12CC\C=C(\COC(=O)\C=C/C(=O)NCc3ccc(CN4C(=O)SN(CCCI)C4=O)cc3)/CC[C@@H]5[C@H](OC(=O)C5=C)[C@@H]1O2"	0	NA	NA	2	2	NA	""
"812693"	"812693"	""	"C[C@@]12CC\C=C(\COC(=O)\C=C/C(=O)NCc3ccc(CN4C(=O)SN(C4=O)c5ccc(Cl)cc5)cc3)/CC[C@@H]6[C@H](OC(=O)C6=C)[C@@H]1O2"	0	NA	NA	2	2	NA	""
"812694"	"812694"	""	"COc1ccc(cc1)N2SC(=O)N(Cc3ccc(CNC(=O)\C=C/C(=O)OC\C\4=C\CC[C@@]5(C)O[C@H]5[C@H]6OC(=O)C(=C)[C@@H]6CC4)cc3)C2=O"	0	NA	NA	2	2	NA	""
"812695"	"812695"	""	"C[C@@]12CC\C=C(\COC(=O)\C=C/C(=O)NCc3ccc(CN4C(=O)SN(C4=O)c5ccc(cc5)C#N)cc3)/CC[C@@H]6[C@H](OC(=O)C6=C)[C@@H]1O2"	0	NA	NA	2	2	NA	""
"812715"	"812715"	""	"Cn1ccnc1C(=O)\C=C\c2ccc(cc2)C(=O)Nc3ccc(cc3)S(F)(F)(F)(F)F"	0	NA	NA	1	1	NA	""
"812727"	"812727"	"relacorilant"	"Cn1cc(cn1)S(=O)(=O)N2CCC3=Cc4c(C[C@@]3(C2)C(=O)c5cc(ccn5)C(F)(F)F)cnn4c6ccc(F)cc6"	0	""	"Clinical trial"	1	1	NA	"1496510510"
"812728"	"812728"	"AZD-4320"	"CN(CCO)CC[C@H](CSc1ccccc1)Nc2ccc(cc2S(=O)(=O)C(F)(F)F)S(=O)(=O)NC(=O)c3ccc(cc3)N4CCC(CC4)[C@@H](O)c5ccccc5c6ccc(Cl)cc6"	0	""	"Clinical trial"	2	2	NA	"1357576487"
"812730"	"812730"	"N-(3-(tert-butyl)isoxazol-5-yl)-2-(4-(6-(1-methyl-1H-pyr..."	"Cn1cc(cn1)c2ccc3nc(cnc3c2)c4ccc(CC(=O)Nc5onc(c5)C(C)(C)C)cc4"	0	NA	NA	2	2	NA	""
"812731"	"812731"	"N-(5-(tert-butyl)isoxazol-3-yl)-2-(4-(6-(1-(2-morpholino..."	"CC(C)(C)c1onc(NC(=O)Cc2ccc(cc2)c3cnc4cc(ccc4n3)c5cnn(CCN6CCOCC6)c5)c1"	0	NA	NA	2	2	NA	""
"812734"	"812734"	"N-(3-(tert-butyl)-1-methyl-1H-pyrazol-5-yl)-2-(4-(6-(1-m..."	"Cn1cc(cn1)c2ccc3ncc(cc3c2)c4ccc(CC(=O)Nc5cc(nn5C)C(C)(C)C)cc4"	0	NA	NA	1	1	NA	""
"812736"	"812736"	"2-(4-((7-(1-(2-(dimethylamino)ethyl)-1H-pyrazol-4-yl)qui..."	"CN(C)CCn1cc(cn1)c2ccc3c(Nc4ccc(CC(=O)Nc5cccc(F)c5)cc4)ncnc3c2"	0	NA	NA	1	1	NA	""
"812737"	"812737"	"2-(4-((7-(1-(2-(dimethylamino)ethyl)-1H-pyrazol-4-yl)qui..."	"CC(C)c1ccc(NC(=O)Cc2ccc(Nc3ncnc4cc(ccc34)c5cnn(CCN(C)C)c5)cc2)cc1"	0	NA	NA	1	1	NA	""
"812738"	"812738"	"1-(2,4-dimethoxybenzyl)-N-(naphthalen-1-yl)-1H-benzo[d]i..."	"COc1ccc(Cn2cnc3cc(ccc23)C(=O)Nc4cccc5ccccc45)c(OC)c1"	0	NA	NA	2	2	NA	""
"812834"	"812834"	"(E)-3-(3,4-dimethoxybenzylidene)-5,6-dihydroxychroman-4-one"	"COc1ccc(\C=C\2/COc3ccc(O)c(O)c3C2=O)cc1OC"	0	NA	NA	1	1	NA	""
"812835"	"812835"	"(E)-3-(3,5-dimethoxybenzylidene)-5,6-dihydroxychroman-4-one"	"COc1cc(OC)cc(\C=C\2/COc3ccc(O)c(O)c3C2=O)c1"	0	NA	NA	1	1	NA	""
"812836"	"812836"	"(E)-5,6-dihydroxy-3-(2-nitrobenzylidene)chroman-4-one"	"Oc1ccc2OC\C(=C/c3ccccc3[N+](=O)[O-])\C(=O)c2c1O"	0	NA	NA	2	2	NA	""
"812837"	"812837"	"(E)-5,6-dihydroxy-3-(4-nitrobenzylidene)chroman-4-one"	"Oc1ccc2OC\C(=C/c3ccc(cc3)[N+](=O)[O-])\C(=O)c2c1O"	0	NA	NA	1	1	NA	""
"812843"	"812843"	"(E)-3-(2,3-dimethoxybenzylidene)-5,6-dihydroxychroman-4-one"	"COc1cccc(\C=C\2/COc3ccc(O)c(O)c3C2=O)c1OC"	0	NA	NA	1	1	NA	""
"812845"	"812845"	"(E)-3-(2,5-dimethoxybenzylidene)-5,6-dihydroxychroman-4-one"	"COc1ccc(OC)c(\C=C\2/COc3ccc(O)c(O)c3C2=O)c1"	0	NA	NA	1	1	NA	""
"812858"	"812858"	""	"CCOc1cc(ccc1C2=N[C@@H]([C@@H](N2C(=O)N3CCN(CC#Cc4cccc5C(=O)N(Cc45)[C@@H]6CCC(=O)NC6=O)CC3)c7ccc(Cl)cc7)c8ccc(Cl)cc8)C(C)(C)C"	0	NA	NA	2	2	NA	""
"812902"	"812902"	"GDC-0927"	"CC1=C([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CC(CF)C4)cc3)c5cccc(O)c5"	0	NA	NA	1	1	NA	"1642297015"
"812926"	"812926"	"TAS-6417"	"CC1=C[C@@H](Cn2c1c(c3cnc4ccccc4c3)c5c(N)ncnc25)NC(=O)C=C"	0	"PK:EGFR"	"Clinical trial"	2	2	NA	"1661854972"
"812927"	"812927"	"PF-06873600"	"C[C@@]1(O)CCC[C@H]1N2C(=O)C(=Cc3cnc(NC4CCN(CC4)S(=O)(=O)C)nc23)C(F)F"	0	"PK:CDK"	"Clinical trial"	1	1	NA	"2185857978"
"812928"	"812928"	"IDH-305"	"C[C@H](F)[C@H]1COC(=O)N1c2ccnc(N[C@@H](C)c3cc(C)c(cn3)c4ccnc(c4)C(F)(F)F)n2"	0	"IDH1"	"Clinical trial"	1	1	NA	"1628805468"
"812940"	"812940"	""	"NCCCNc1nc2ccccc2c3C(=O)c4cccc(F)c4Sc13"	0	NA	NA	1	1	NA	""
"812942"	"812942"	""	"Oc1ccc(cc1C(=O)Nc2cccc(c2)C#N)c3ccc(F)cc3F"	0	NA	NA	1	1	NA	""
"812946"	"812946"	""	"Oc1ccc(Cl)cc1C(=O)Nc2ccc(Cl)cc2F"	0	NA	NA	2	2	NA	""
"812947"	"812947"	""	"Oc1ccc(Br)cc1C(=O)Nc2ccc(Br)cc2F"	0	NA	NA	2	2	NA	""
"812948"	"812948"	""	"Oc1ccc(I)cc1C(=O)Nc2ccc(I)cc2F"	0	NA	NA	2	2	NA	""
"813000"	"813000"	"7247"	"COc1cccc2C(=O)c3c(Sc12)c(nc4ccccc34)N5CCNCC5"	0	NA	NA	1	1	NA	""
"813059"	"813059"	""	"O[C@H]1CO[C@@H]2[C@H](CO[C@H]12)Oc3ccc(Nc4ncc(F)c(Oc5ccc(cc5Cl)[N+](=O)[O-])n4)cc3Cl"	0	NA	NA	1	1	NA	""
"813098"	"813098"	"(Z)-2-(7-fluoro-1H-benzo[d][1,2,3]triazol-1-yl)-3-(4-met..."	"COc1ccc(\C=C(\C#N)/n2nnc3cccc(F)c23)cc1"	0	NA	NA	1	1	NA	""
"813202"	"813202"	"(((benzylamino)(1-hydroxy-2-oxopiperidin-3-yl)phosphoryl..."	"CC(C)(C)C(=O)OCOP(=O)(NCc1ccccc1)C2CCCN(O)C2=O"	0	NA	NA	1	1	NA	""
"813203"	"813203"	"Colchicine"	"COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C"	0	NA	NA	2	2	NA	"64868"
"813204"	"813204"	""	"COC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2C3=CC=C(SC)C(=O)C=C13"	0	NA	NA	2	2	NA	""
"813205"	"813205"	""	"CCOC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2C3=CC=C(SC)C(=O)C=C13"	0	NA	NA	2	2	NA	""
"813206"	"813206"	""	"CCCOC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2C3=CC=C(SC)C(=O)C=C13"	0	NA	NA	2	2	NA	""
"813207"	"813207"	""	"COc1c(Cl)c2CC[C@H](NC(=O)OCC(F)(F)F)C3=CC(=O)C(=CC=C3c2c(OC)c1OC)SC"	0	NA	NA	2	2	NA	""
"813208"	"813208"	""	"CCOC(=O)N[C@H]1CCc2c(Br)c(OC)c(OC)c(OC)c2C3=CC=C(SC)C(=O)C=C13"	0	NA	NA	2	2	NA	""
"813209"	"813209"	""	"COC(=O)N[C@H]1CCc2c(Br)c(OC)c(OC)c(OC)c2C3=CC=C(SC)C(=O)C=C13"	0	NA	NA	2	2	NA	""
"813210"	"813210"	""	"CCCOC(=O)N[C@H]1CCc2c(Br)c(OC)c(OC)c(OC)c2C3=CC=C(SC)C(=O)C=C13"	0	NA	NA	2	2	NA	""
"813211"	"813211"	""	"COC(=O)N[C@H]1CCc2c(Cl)c(OC)c(OC)c(OC)c2C3=CC=C(SC)C(=O)C=C13"	0	NA	NA	2	2	NA	""
"813212"	"813212"	""	"CCCOC(=O)N[C@H]1CCc2c(Cl)c(OC)c(OC)c(OC)c2C3=CC=C(SC)C(=O)C=C13"	0	NA	NA	2	2	NA	""
"813353"	"813353"	"(Z)-2-(7-fluoro-1H-benzo[d][1,2,3]triazol-1-yl)-3-p-toly..."	"Cc1ccc(\C=C(\C#N)/n2nnc3cccc(F)c23)cc1"	0	NA	NA	2	1	NA	""
"813380"	"813380"	"AZD-3229"	"COCCOc1cc(F)c2c(Nc3ccc(NC(=O)Cn4cc(nn4)C(C)C)cc3)ncnc2c1"	0	""	"Clinical trial"	1	1	NA	"2248003601"
"813428"	"813428"	""	"CN[C@@H](C)C(=O)N[C@H]1CCS[C@H]2CC(C)(C)[C@H](N2C1=O)C(=O)N[C@@H]3[C@@H](Cc4ccccc34)OCC#CC#CCO[C@@H]5Cc6ccccc6[C@@H]5NC(=O)[C@H]7N8[C@H](CC7(C)C)SCC[C@H](NC(=O)[C@H](C)NC)C8=O"	0	NA	NA	2	2	NA	""
"813435"	"813435"	"(S)-4-(((2-(1-((2,6-diamino-5-cyanopyrimidin-4-yl)amino)..."	"C[C@H](Nc1nc(N)nc(N)c1C#N)C2=Nc3cccc(NCc4ccc(cc4)C(=O)NO)c3C(=O)N2c5ccccc5"	0	NA	NA	1	1	NA	""
"813456"	"813456"	""	"Oc1ccc(cc1)C(c2ccc(O)cc2)c3ccc(Br)cn3"	0	NA	NA	2	2	NA	""
"813457"	"813457"	""	"CN1CCN(CC1)c2ccc(NC3=C(Cl)C(=O)c4ncccc4C3=O)cc2C(F)(F)F"	0	NA	NA	1	1	NA	""
"813459"	"813459"	""	"FC(F)(F)C1(CC1)c2ccc(NS(=O)(=O)c3ccc4nc(NC(=O)c5cnccn5)[nH]c4c3)cc2"	0	NA	NA	1	1	NA	""
"813460"	"813460"	""	"Cc1cnc(cn1)C(=O)Nc2nc3ccc(cc3[nH]2)S(=O)(=O)Nc4ccc(cc4)C(C)(C)C"	0	NA	NA	2	2	NA	""
"813461"	"813461"	""	"CC(C)(C)c1ccc(NS(=O)(=O)c2ccc3[nH]c(NC(=O)c4cnccn4)nc3c2)cc1"	0	NA	NA	1	1	NA	""
"813462"	"813462"	""	"Cc1cnc(cn1)C(=O)Nc2nc3ccc(cc3[nH]2)S(=O)(=O)Nc4ccc(cc4)C5(CC5)C(F)(F)F"	0	NA	NA	2	2	NA	""
"813463"	"813463"	""	"CC1CCCc2sc3N=C(NNC(=O)c4cnccn4)N(C(=O)c3c12)c5ccccc5"	0	NA	NA	2	2	NA	""
"813475"	"813475"	""	"O=C(NCc1ccccc1)Nc2sc3CCCCc3c2C#N"	0	NA	NA	2	2	NA	""
"813476"	"813476"	""	"O=C(NCc1ccccc1)Nc2sc3CCCCCc3c2C#N"	0	NA	NA	2	2	NA	""
"813488"	"813488"	"futibutinib"	"COc1cc(OC)cc(c1)C#Cc2nn([C@H]3CCN(C3)C(=O)C=C)c4ncnc(N)c24"	0	"PK:FGFR"	"Clinical trial"	1	1	NA	"1448169718"
"813494"	"813494"	"25-amino-53-(aminomethyl)-13-hydroxy-15,15-dimethyl-6-ox..."	"CC1(C)CC(O)CCCCCCOc2c(CN)cccc2NC(=O)c3nc(cnc3N)c4ccc(cc4)S1(=O)=O"	0	NA	NA	2	2	NA	""
"813495"	"813495"	"3-{[3-(pyrolidin-1-yl)propanoyl]amino}-9-(phenylamino)ac..."	"O=C(CCN1CCCC1)Nc2ccc3c(Nc4ccccc4)c5ccccc5nc3c2"	0	NA	NA	2	2	NA	""
"813498"	"813498"	"3-{[3-(pyrolidin-1-yl)propanoyl]amino}-9-{[4-(N,N-dimeth..."	"CN(C)c1ccc(Nc2c3ccccc3nc4cc(NC(=O)CCN5CCCC5)ccc24)cc1"	0	NA	NA	2	2	NA	""
"813499"	"813499"	"3-{[3-(pyrolidin-1-yl)propanoyl]amino}-9-(benzylamino)ac..."	"O=C(CCN1CCCC1)Nc2ccc3c(NCc4ccccc4)c5ccccc5nc3c2"	0	NA	NA	2	2	NA	""
"813501"	"813501"	"3-{[3-(pyrolidin-1-yl)propanoyl]amino}-9-[(4-fluorobenzy..."	"Fc1ccc(CNc2c3ccccc3nc4cc(NC(=O)CCN5CCCC5)ccc24)cc1"	0	NA	NA	2	2	NA	""
"813502"	"813502"	"3-{[3-(pyrolidin-1-yl)propanoyl]amino}-9-[(2-phenyletyl)..."	"O=C(CCN1CCCC1)Nc2ccc3c(NCCc4ccccc4)c5ccccc5nc3c2"	0	NA	NA	2	2	NA	""
"813503"	"813503"	"3-{[3-(pyrolidin-1-yl)propanoyl]amino}-9-[(3-phenylpropy..."	"O=C(CCN1CCCC1)Nc2ccc3c(NCCCc4ccccc4)c5ccccc5nc3c2"	0	NA	NA	1	1	NA	""
"813504"	"813504"	"3-{[3-(pyrolidin-1-yl)propanoyl]amino}-9-[(4-phenylbutyl..."	"O=C(CCN1CCCC1)Nc2ccc3c(NCCCCc4ccccc4)c5ccccc5nc3c2"	0	NA	NA	1	1	NA	""
"813553"	"813553"	"RRSP-DTB"	""	0	NA	NA	2	2	NA	""
"813644"	"813644"	""	"CC(C)c1ccc(cc1)C(=O)Nc2sc3CC(=O)CCc3c2C(=O)N"	0	NA	NA	2	2	NA	""
"813647"	"813647"	""	"NC(=O)c1c2CCC(=O)Cc2sc1NC(=O)c3cccc(c3)C(F)(F)F"	0	NA	NA	2	2	NA	""
"813649"	"813649"	""	"NC(=O)c1c2CCC(=O)Cc2sc1NC(=O)c3cccs3"	0	NA	NA	1	1	NA	""
"813650"	"813650"	""	"CC(C)c1ccc(cc1)C(=O)Nc2sc3CC(=O)CCc3c2C#N"	0	NA	NA	2	2	NA	""
"813651"	"813651"	""	"CC(C)c1ccc(cc1)C(=O)Nc2nc3ccc(O)cc3s2"	0	NA	NA	1	1	NA	""
"813835"	"813835"	""	"Cn1ccnc1C(=O)\C=C\c2ccc(cc2)C(=O)Nc3nc4ccccc4[nH]3"	0	NA	NA	1	1	NA	""
"813862"	"813862"	"Lapachone"	"CC1(C)CCC2=C(O1)c3ccccc3C(=O)C2=O"	0	"TOP2|TOP1"	"Clinical trial"	1	1	NA	"4707328"
"813869"	"813869"	""	"CN1CCN(Cc2ccc(NC(=O)c3cccc(c3)C#Cc4c(N)ncc5ccc(F)cc45)cc2C(F)(F)F)CC1"	0	NA	NA	2	2	NA	""
"813871"	"813871"	""	"CN(C)C1CCN(Cc2ccc(NC(=O)c3cncc(c3)C#Cc4cnc(N)c5ncccc45)cc2C(F)(F)F)CC1"	0	NA	NA	1	1	NA	""
"813873"	"813873"	""	"CN(C)Cc1ccc(NC(=O)c2cncc(c2)C#Cc3cnc(N)c4ncccc34)cc1F"	0	NA	NA	1	1	NA	""
"813875"	"813875"	""	"CN(C)Cc1ccc(NC(=O)c2cncc(c2)C#Cc3cnc(N)c4ncccc34)cc1C(F)(F)F"	0	NA	NA	1	1	NA	""
"813876"	"813876"	""	"CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc4cnc(N)c5ccccc45)cc2C(F)(F)F)CC1"	0	NA	NA	2	2	NA	""
"813877"	"813877"	""	"CN(C)CCNC(=O)c1ccc(cc1)c2nc3ccc4[nH]ncc4c3c5C6CCC(C6)c25"	0	NA	NA	2	2	NA	""
"813896"	"813896"	"perylene-3,10-diylbis(triphenylphosphonium)"	"c1ccc(cc1)[P+](c2ccccc2)(c3ccccc3)c4ccc5c6ccc(c7cccc(c8cccc4c58)c67)[P+](c9ccccc9)(c%10ccccc%10)c%11ccccc%11"	0	NA	NA	1	1	NA	""
"813901"	"813901"	""	"CN1CCN(CC1)c2cc(NC(=O)c3ccc(C)c(c3)C#Cc4cnc5cccnn45)cc(c2)C(F)(F)F"	0	NA	NA	1	1	NA	""
"813991"	"813991"	""	"CN1CCN(CCOc2ccc(cc2)c3cnc4c(cnn4c3)c5cccc(F)c5F)CC1"	0	NA	NA	1	1	NA	""
"814025"	"814025"	"LSZ-102"	"CC(F)(F)c1cc(F)ccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4"	0	"SERD"	"Clinical trial"	1	1	NA	"2135600767"
"814062"	"814062"	""	"Cc1ccc(cc1)c2oc(N3CCOCC3)c(n2)[P+](c4ccccc4)(c5ccccc5)c6ccccc6"	0	NA	NA	2	2	NA	""
"814066"	"814066"	""	"CCSc1oc(nc1[P+](c2ccccc2)(c3ccccc3)c4ccccc4)c5ccccc5"	0	NA	NA	2	2	NA	""
"814068"	"814068"	""	"CCSc1sc(nc1[P+](c2ccccc2)(c3ccccc3)c4ccccc4)c5ccc(C)cc5"	0	NA	NA	2	1	NA	""
"814071"	"814071"	""	"C1CN(CCO1)c2oc(nc2[P+](c3ccccc3)(c4ccccc4)c5ccccc5)c6ccccc6"	0	NA	NA	2	2	NA	""
"814243"	"814243"	""	"COc1ccc(CNC(=O)COc2ccc(\C=N\NC3=NC4C=CC=CC4=[S+]3)cc2)cc1"	0	NA	NA	1	1	NA	""
"814283"	"814283"	""	"COc1ccc2OC34Oc5ccc(OC)cc5C=C3CSCC4=Cc2c1"	0	NA	NA	2	2	NA	""
"814340"	"814340"	""	"COc1cc(\C=C\2/CN(C\C(=C/c3cc(CN4CCCC4)c(O)c(OC)c3)\C2=O)S(=O)(=O)c5ccccc5)cc(CN6CCCC6)c1O"	0	NA	NA	1	1	NA	""
"814343"	"814343"	"25-amino-53-(aminomethyl)-13-hydroxy-13,15,15-trimethyl-..."	"CC1(O)COCCCCOc2c(CN)cccc2NC(=O)c3nc(cnc3N)c4ccc(cc4)S(=O)(=O)C(C)(C)C1"	0	NA	NA	2	2	NA	""
"814484"	"814484"	"2-[3-(2-fluoro-fluoren-9-ylidenemethyl)-pyridin-2-yloxy]..."	"NCCOc1ncccc1\C=C\2/c3ccccc3c4ccc(F)cc24"	0	NA	NA	2	1	NA	""
"814485"	"814485"	"2-[3-(2-Nitro-fluoren-9-ylidenemethyl)-pyridin-2-yloxy]-..."	"NCCOc1ncccc1\C=C\2/c3ccccc3c4ccc(cc24)[N+](=O)[O-]"	0	NA	NA	2	2	NA	""
"814541"	"814541"	"(E)-5,6-dihydroxy-3-(4-hydroxybenzylidene)chroman-4-one"	"Oc1ccc(\C=C\2/COc3ccc(O)c(O)c3C2=O)cc1"	0	NA	NA	1	1	NA	""
"814590"	"814590"	""	"Fc1cccc(COc2ccc(Nc3ncnc4onc(c5ccccc5)c34)cc2)c1"	0	NA	NA	2	2	NA	""
"814598"	"814598"	""	"Fc1ccc(Cn2cc(CN3C(=O)C(=Cc4ccccc34)c5nc6ccccc6[nH]5)nn2)cc1"	0	NA	NA	2	2	NA	""
"814602"	"814602"	""	"COc1ccc(Cn2cc(CN3C(=O)C(=Cc4ccccc34)c5nc6ccccc6[nH]5)nn2)c(OC)c1OC"	0	NA	NA	2	2	NA	""
"815038"	"815038"	"N2-cyclobutyl-N4-(1-isopropylpiperidin-4-yl)-6,7-dimetho..."	"COc1cc2nc(NC3CCC3)nc(NC4CCN(CC4)C(C)C)c2cc1OC"	0	NA	NA	1	1	NA	""
"815062"	"815062"	""	"COc1ccc(cc1OC)\C(=C\c2nc3c(nc(Cl)nc3n2C)N4CCOCC4)\C#N"	0	NA	NA	2	2	NA	""
"815063"	"815063"	""	"COc1cccc(c1)\C(=C\c2nc3c(nc(Cl)nc3n2C)N4CCOCC4)\C#N"	0	NA	NA	1	1	NA	""
"815065"	"815065"	""	"COc1cc(cc(OC)c1OC)\C(=C\c2nc3c(nc(Cl)nc3n2C)N4CCOCC4)\C#N"	0	NA	NA	2	2	NA	""
"815066"	"815066"	""	"Cn1c(\C=C(/C#N)\c2cccc(c2)C(F)(F)F)nc3c(nc(Cl)nc13)N4CCOCC4"	0	NA	NA	2	2	NA	""
